mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_learning_rate,param_estimator,param_algorithm,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17.71712589263916,1.5064922821767768,0.4170563220977783,0.20583172493686663,200,1,DecisionTreeClassifier(max_depth=2),SAMME,"{'n_estimators': 200, 'learning_rate': 1, 'estimator': DecisionTreeClassifier(max_depth=2), 'algorithm': 'SAMME'}",0.8808234019501625,0.8580715059588299,0.8600867678958786,0.8600867678958786,0.89587852494577,0.8709893937293038,0.014971859570382651,2
19.307327365875246,1.9871828921482917,0.40760002136230467,0.11890313646787183,200,0.01,DecisionTreeClassifier(max_depth=3),SAMME,"{'n_estimators': 200, 'learning_rate': 0.01, 'estimator': DecisionTreeClassifier(max_depth=3), 'algorithm': 'SAMME'}",0.8634886240520043,0.838569880823402,0.8362255965292842,0.8492407809110629,0.8481561822125814,0.847136212905667,0.009646703988736011,4
4.612185001373291,1.6644570895784156,0.15719432830810548,0.12335768573506868,50,0.01,DecisionTreeClassifier(max_depth=2),SAMME,"{'n_estimators': 50, 'learning_rate': 0.01, 'estimator': DecisionTreeClassifier(max_depth=2), 'algorithm': 'SAMME'}",0.8049837486457205,0.8060671722643553,0.8112798264642083,0.8047722342733189,0.8156182212581344,0.8085442405811474,0.004255951940437787,8
18.163085222244263,2.646848240960291,0.38278560638427733,0.15917494109481733,200,0.1,DecisionTreeClassifier(max_depth=3),SAMME,"{'n_estimators': 200, 'learning_rate': 0.1, 'estimator': DecisionTreeClassifier(max_depth=3), 'algorithm': 'SAMME'}",0.8829902491874323,0.8656554712892741,0.8752711496746204,0.868763557483731,0.8969631236442517,0.8779287102558619,0.011221614123702088,1
7.5033872604370115,1.2466631323641924,0.24983549118041992,0.08244412122977063,100,0.1,DecisionTreeClassifier(max_depth=2),SAMME,"{'n_estimators': 100, 'learning_rate': 0.1, 'estimator': DecisionTreeClassifier(max_depth=2), 'algorithm': 'SAMME'}",0.866738894907909,0.8602383531960996,0.8655097613882863,0.841648590021692,0.8698481561822126,0.8607967511392399,0.010063929191658457,3
12.91073169708252,2.11498190678974,0.3345355033874512,0.11357155178810709,200,10,DecisionTreeClassifier(max_depth=2),SAMME,"{'n_estimators': 200, 'learning_rate': 10, 'estimator': DecisionTreeClassifier(max_depth=2), 'algorithm': 'SAMME'}",0.8060671722643553,0.8060671722643553,0.8112798264642083,0.8047722342733189,0.8145336225596529,0.808544005565178,0.0037378039758739112,10
1.9953650951385498,0.5048490207787096,0.06200432777404785,0.006382064421995378,50,10,DecisionTreeClassifier(max_depth=1),SAMME,"{'n_estimators': 50, 'learning_rate': 10, 'estimator': DecisionTreeClassifier(max_depth=1), 'algorithm': 'SAMME'}",0.8060671722643553,0.8060671722643553,0.8112798264642083,0.8047722342733189,0.8156182212581344,0.8087609253048743,0.004093644778749443,6
4.360205745697021,1.1462829638936507,0.09124846458435058,0.04384685841042719,50,0.01,DecisionTreeClassifier(max_depth=3),SAMME,"{'n_estimators': 50, 'learning_rate': 0.01, 'estimator': DecisionTreeClassifier(max_depth=3), 'algorithm': 'SAMME'}",0.8450704225352113,0.838569880823402,0.8383947939262473,0.8394793926247288,0.8470715835140998,0.8417172146847379,0.0036294712053615494,5
6.795153713226318,1.14591284174529,0.2321483612060547,0.12673489303519486,100,0.01,DecisionTreeClassifier(max_depth=2),SAMME,"{'n_estimators': 100, 'learning_rate': 0.01, 'estimator': DecisionTreeClassifier(max_depth=2), 'algorithm': 'SAMME'}",0.8049837486457205,0.8060671722643553,0.8112798264642083,0.8047722342733189,0.8156182212581344,0.8085442405811474,0.004255951940437787,8
7.554726409912109,1.1065545189952035,0.39525437355041504,0.1827208119827596,200,0.01,DecisionTreeClassifier(max_depth=1),SAMME,"{'n_estimators': 200, 'learning_rate': 0.01, 'estimator': DecisionTreeClassifier(max_depth=1), 'algorithm': 'SAMME'}",0.8060671722643553,0.8060671722643553,0.8112798264642083,0.8047722342733189,0.8156182212581344,0.8087609253048743,0.004093644778749443,6
